country,year,attack_type,target_industry,financial_loss_million,affected_users,attack_source,vulnerability,defense_mechanism,resolution_time_hr,url,url_type,site_label
India,2019,Malware,Banking,37.03,358371,Insider,Weak Passwords,AI-based Detection,30,http://rickgraynlp.com/video/vldeo/swo/gps/file/,phishing,bad
Australia,2021,SQL Injection,IT,4.52,971908,Unknown,Zero-day,AI-based Detection,16,grantland.com/story/_/id/7128925/why-syracuse-win-national-championship,benign,good
USA,2016,Man-in-the-Middle,Banking,20.44,981595,Nation-state,Weak Passwords,Encryption,56,tools.ietf.org/html/rfc1449,phishing,good
Russia,2022,DDoS,Retail,93.71,474552,Nation-state,Zero-day,Encryption,20,http://www.filimited.co.uk/services.html,defacement,good
India,2018,Ransomware,Retail,23.79,486810,Hacker Group,Unpatched Software,Antivirus,11,masterset.tennisball.redirect00.com/myposti/loghere/,benign,good
China,2015,Man-in-the-Middle,Healthcare,66.13,946668,Hacker Group,Unpatched Software,Encryption,67,http://www.sweetwaterplantation.com/trophy-room/tr-dwayne_deer.html,defacement,bad
Australia,2021,Man-in-the-Middle,Healthcare,86.29,404595,Unknown,Social Engineering,AI-based Detection,3,wealthmanysns.co.za,phishing,bad
Russia,2015,DDoS,Telecommunications,96.39,238356,Unknown,Zero-day,AI-based Detection,3,vergil.chemistry.gatech.edu/notes/quantrev/quantrev.html,benign,good
China,2016,Phishing,IT,27.46,973388,Nation-state,Zero-day,AI-based Detection,63,fye.com/The-R-E-D--Album--Deluxe-Edition--Front-Page_stcVVproductId86553568VVcatId455366VVviewprod.htm,benign,good
UK,2021,Malware,Government,64.28,643714,Nation-state,Weak Passwords,VPN,25,www.chukareggs.com/index.html,phishing,good
Germany,2023,SQL Injection,Banking,30.68,933754,Insider,Social Engineering,Firewall,36,yelp.com/biz/morgan-and-york-ann-arbor,benign,good
USA,2018,Phishing,Telecommunications,42.46,93999,Nation-state,Social Engineering,Encryption,65,ibikedb.net/bikes/27862-ccm-supercycle-thrill,benign,good
Brazil,2024,SQL Injection,IT,33.94,88304,Nation-state,Zero-day,Encryption,41,http://atoudiag.fr/index.php?option=com_banners&task=click&bid=12,defacement,bad
China,2022,Malware,Education,96.72,194617,Insider,Social Engineering,Antivirus,31,at1ce.org/themenreihe.p?c=Quebec%20Anglophone%20culture,benign,bad
Russia,2022,Malware,Retail,71.15,258554,Unknown,Social Engineering,AI-based Detection,72,http://www.stumbleupon.com/submit?url=http://www.greeteasy.com/happy-ganesh-chaturthi-1/,malware,good
Australia,2020,Malware,Government,98.05,193983,Nation-state,Zero-day,Antivirus,31,eddyzhengstory.com/,benign,good
Russia,2022,Ransomware,Telecommunications,89.33,776295,Unknown,Zero-day,VPN,40,finedesigns.com/organizations/naia/spring-sports/baseball/2011-avista-naia-world-series.html,benign,bad
France,2021,SQL Injection,Retail,63.74,235418,Nation-state,Weak Passwords,Encryption,28,www.homeland-dubai.com/eBayISAPI2.dl/index.html,benign,bad
Germany,2019,SQL Injection,Government,67.05,848517,Unknown,Unpatched Software,Antivirus,16,disney.wikia.com/wiki/Category:DisneyToon_Studios_films,benign,good
Japan,2016,Malware,Telecommunications,87.52,476001,Hacker Group,Social Engineering,VPN,58,byronbayia.com/vti/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f8e263663d3faee8d1e83f46a36995b3856cef1e18897ad7533347016f081bc831d47aee003d1bd1c33347016f081bc831d47aee003d1bd1c,benign,good
Russia,2016,Phishing,Healthcare,13.91,600700,Hacker Group,Zero-day,Firewall,28,http://www.sportraad-maasmechelen.be/index.php?option=com_content&view=article&id=17:kampioenenhulde-2011&catid=2:geschiedenis&Itemid=3,defacement,good
China,2021,Man-in-the-Middle,Banking,85.26,812101,Insider,Social Engineering,VPN,52,spoke.com/info/pF89xG5/MikeMcGinley,benign,good
UK,2024,Phishing,Government,81.26,993903,Unknown,Weak Passwords,Firewall,25,directequipmentsupply.com,phishing,bad
USA,2015,DDoS,Banking,98.39,306320,Insider,Unpatched Software,AI-based Detection,41,papyrue.com.ng,phishing,good
Germany,2023,Ransomware,Banking,52.88,982507,Unknown,Unpatched Software,Encryption,39,espn.go.com/nfl/team/transactions/_/name/chi/chicago-bears,benign,good
India,2020,Man-in-the-Middle,Banking,59.67,747418,Insider,Unpatched Software,VPN,20,closinglogos.com/page/Universal+Pictures,benign,good
USA,2021,Man-in-the-Middle,Education,15.92,945793,Insider,Zero-day,Firewall,32,journals.cambridge.org/action/displayJournal?jid=OSO,phishing,good
Germany,2021,Man-in-the-Middle,Banking,14.45,292854,Nation-state,Unpatched Software,AI-based Detection,14,http://www.sonomaster.com.br/novo/index.php/terapias/termoterapia,defacement,bad
Germany,2022,Ransomware,Healthcare,61.99,496292,Nation-state,Zero-day,AI-based Detection,21,freebase.com/view/en/1979_united_states_grand_prix,benign,good
India,2016,Man-in-the-Middle,IT,70.24,374767,Unknown,Unpatched Software,Antivirus,67,http://momoshop.com.tw/category/LgrpCategory.jsp?l_code=2111100000&Area=tooth&FTOOTH=21&mdiv=1000900000-bt_5_023_05&ctype=B,benign,good
China,2024,Ransomware,Banking,72.18,277175,Insider,Social Engineering,Firewall,72,http://paypal.ch.verfiy.account.info.webscr.secure.zone.isoltd.com/paypal_priv8_us_2012/,phishing,good
China,2020,Malware,Healthcare,30.86,240532,Insider,Weak Passwords,Encryption,64,http://www.redpenguinwebsolutions.com/website/index.php?option=com_content&view=article&id=4&Itemid=33,defacement,good
USA,2018,Phishing,Banking,55.9,618616,Insider,Zero-day,VPN,51,http://momoshop.com.tw/category/LgrpCategory.jsp?l_code=2110400000&Area=tooth&FTOOTH=21&mdiv=1000900000-bt_5_023_03&ctype=B,benign,bad
Australia,2024,Man-in-the-Middle,Telecommunications,31.68,376612,Nation-state,Unpatched Software,VPN,27,www.toolkit.cch.com/text/P07_0005.asp,phishing,good
Australia,2015,Ransomware,Telecommunications,46.39,605536,Nation-state,Unpatched Software,VPN,61,www.sa-joly.com/sommaire_uk.html,phishing,bad
Japan,2023,Malware,IT,23.16,320277,Unknown,Weak Passwords,Encryption,69,provincesandterritories.com/,benign,bad
Germany,2024,Man-in-the-Middle,Education,26.58,313397,Hacker Group,Social Engineering,AI-based Detection,36,industrialinfo.com/showAbstract.jsp?newsitemID=135030,benign,good
Japan,2023,Phishing,Education,68.28,744595,Insider,Zero-day,Antivirus,44,nyefrankracing.blogspot.com/,benign,bad
Brazil,2023,Man-in-the-Middle,Education,27.58,171936,Hacker Group,Weak Passwords,VPN,70,tools.ietf.org/html/rfc3214,phishing,good
Brazil,2024,Man-in-the-Middle,Telecommunications,27.13,943178,Nation-state,Weak Passwords,VPN,63,fullerproperties.com/brokers/Debbie_Zucker.cfm,benign,good
USA,2017,Ransomware,Education,12.59,820632,Unknown,Social Engineering,AI-based Detection,65,oldbooksmith.com/register-greystoke.html,benign,bad
Japan,2023,Phishing,Banking,75.13,85528,Hacker Group,Social Engineering,VPN,55,en.wikipedia.org/wiki/Seanna_Mitchell,benign,good
Russia,2024,Ransomware,Healthcare,63.74,83374,Insider,Zero-day,VPN,45,http://thenextweb.com/entrepreneur/2015/05/10/how-i-got-60-leads-in-24-hours-with-just-a-landing-page/gtm.start,benign,good
Australia,2015,Malware,Retail,99.41,120048,Insider,Zero-day,Antivirus,12,nndb.com/lists/936/000043807/,benign,good
India,2022,SQL Injection,Healthcare,77.3,826937,Unknown,Zero-day,AI-based Detection,64,www.feedroll.com/rssviewer/,phishing,good
France,2021,Ransomware,Retail,76.83,189999,Hacker Group,Social Engineering,VPN,57,copcusco.ml,phishing,good
UK,2018,Malware,Telecommunications,23.27,233460,Insider,Unpatched Software,Antivirus,11,http://www.szr-motorsport.de/index.php?option=com_content&view=article&id=64&Itemid=66,defacement,good
China,2022,Phishing,Retail,31.35,131361,Insider,Weak Passwords,Firewall,39,technews.tmcnet.com/news/2011/10/24/5878288.htm,benign,good
UK,2022,DDoS,IT,93.96,446331,Nation-state,Unpatched Software,AI-based Detection,17,http://fjueir.ioiu.cf/?67313650024686113,malware,good
India,2020,Phishing,Education,17.43,84643,Nation-state,Unpatched Software,Antivirus,53,http://depositphotos.com/70267475/stock-photo-creativity-team-working-together.html,benign,good
India,2019,Phishing,Telecommunications,75.23,141627,Insider,Unpatched Software,AI-based Detection,64,manta.com/c/mml0l8c/paul-gleason,benign,good
USA,2024,Phishing,Telecommunications,64.67,996651,Hacker Group,Weak Passwords,Encryption,69,yasni.com/eduardo+abraham/check+people,benign,good
Germany,2018,SQL Injection,Retail,75.63,814701,Hacker Group,Social Engineering,Antivirus,63,http://djkatrina.ru/muzyka/proshloe-nastoyaschee-i-buduschee/istoriya-zarozhdeniya-elektro-muzyki-stili-elektro-muzyki.html,defacement,good
Brazil,2021,DDoS,Telecommunications,67.87,683261,Hacker Group,Unpatched Software,Antivirus,13,boards.ancestry.netscape.com/thread.aspx?mv=flat&m=72&p=surnames.tyrer,benign,bad
USA,2016,Man-in-the-Middle,Banking,57.26,852868,Unknown,Unpatched Software,Firewall,8,http://olx.in/hi/i2/item/2225-new-wanted-10th-passed-day-night-shift-call-cent-IDWjzlX.html,benign,bad
China,2021,Malware,Banking,92.2,248859,Nation-state,Social Engineering,Antivirus,33,www.suyeland.com/pillow/DSC0193.php,benign,bad
France,2024,SQL Injection,Healthcare,5.7,400840,Insider,Social Engineering,VPN,57,www.central-do-cliente.site50.net/atendimento/online/,benign,good
Japan,2022,Man-in-the-Middle,Retail,44.34,516125,Unknown,Zero-day,Firewall,67,fr.psiload.com/urajirou+hiyoko+no+tamago+english,benign,bad
China,2023,SQL Injection,Banking,2.46,95779,Nation-state,Zero-day,VPN,43,jobs.mashable.com/a/jbb/redirect/591835,benign,bad
Australia,2023,DDoS,Government,76.25,900661,Insider,Unpatched Software,Encryption,64,cloverhotel.asia/media/bin/ssl/_id/www.paypal.com/fr/cgi-bin/webscr/cmd=_registration-run/login.php?cmd=_login-run&dispatch=3c6054089e29b725b98c9990609d2c6a3c6054089e29b725b98c9990609d2c6a,benign,good
UK,2023,DDoS,Banking,81.26,547495,Nation-state,Weak Passwords,AI-based Detection,3,http://172.107.31.12/SBIDIOT/mips,malware,good
China,2024,SQL Injection,Banking,58.32,777684,Unknown,Zero-day,VPN,31,pastehtml.com/view/aywjmrynx.html,benign,good
India,2021,Malware,Telecommunications,82.66,586,Hacker Group,Zero-day,VPN,23,thedailysentinel.com/sports/article_fe638b78-0a52-11e1-81c3-001cc4c03286.html,benign,bad
USA,2023,SQL Injection,Government,89.46,59398,Hacker Group,Zero-day,Antivirus,8,us.battle.net-wow-bizzard.login-net.net/battle_net_account.php?ref=https:/us.battle.net/account/management/index.xml&amp;app,benign,good
Germany,2016,Malware,Banking,84.54,517353,Nation-state,Social Engineering,Antivirus,41,'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7cqqx2B-l3jgp3RJeotJNV-j9nVrb_YtsTFUN_tdR7wthhsV1ckCCPFLCIv-6-r-pDyVLu0umDHeOgBCAA9vh0CRFtt22Sjnj6n6K_Ym93Oy5vhaiu0ztdO_5j-KGxkd0gie9IYoGf97ZsL61fGtpeVnhobawTC_WaAN3mur4_bEJopOhLlI2B9fHgN2ozo31seU_SFEhHhtrsNdjL0LlweQtGfbOg\%3D\%3D&amp;attredirects=0',benign,good
Russia,2019,Man-in-the-Middle,Education,6.79,386691,Nation-state,Weak Passwords,AI-based Detection,20,findagrave.com/php/famous.php?page=gSearch&page=gSearch&globalSearchCriteria=honeyman-scott%2C%20jim,benign,good
Russia,2022,Malware,Government,33.8,613718,Unknown,Unpatched Software,AI-based Detection,60,http://correios.com.br/para-voce/consultas-e-solicitacoes/rede-de-atendimento/agencias-que-aceitam-cartao-de-credito/view,benign,good
Germany,2023,Ransomware,Healthcare,84.92,152814,Nation-state,Social Engineering,AI-based Detection,33,unitedrealestate.gm,phishing,bad
Australia,2020,Ransomware,Healthcare,58.91,207842,Nation-state,Social Engineering,Antivirus,40,forums.aida64.com/,benign,good
USA,2024,Phishing,Healthcare,17.64,8334,Unknown,Zero-day,Firewall,13,txellwebs.com/blog/wp-content/scap/bf7fd005d8cc6f7a3364cfb9601fa3d9/webscr.html?cmd=_login-run&amp;amp;dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc660a2d7677811f7668cda7169a65293b660a2d7677811f7668cda7169a65293b,benign,good
Brazil,2018,Ransomware,Healthcare,4.51,909979,Nation-state,Social Engineering,VPN,65,http://interpark.com/displaycorner/FreeMarket.do?_method=itemCateList&free1=pc&free2=007001005008&free3=item&disp_no=007001005008,benign,good
UK,2017,DDoS,IT,9.01,617543,Unknown,Zero-day,Antivirus,43,pipl.com/directory/people/Robert/Hengeveld,benign,good
Germany,2021,Malware,Telecommunications,78.46,606940,Insider,Social Engineering,AI-based Detection,32,http://mylust.com/videos/5105/genuine-russian-granny-serves-me-her-cunt-for-missionary-quickie/,benign,bad
Germany,2017,Ransomware,IT,33.24,550719,Hacker Group,Zero-day,AI-based Detection,60,celebritiesfans.com/addresses/actors/lynda-bellingham,benign,bad
Brazil,2024,Phishing,Telecommunications,81.54,499671,Hacker Group,Weak Passwords,VPN,4,www.dsjjsd844.hut4.ru/Encontre/index.php,benign,good
Germany,2019,SQL Injection,Government,96.91,408103,Nation-state,Unpatched Software,Firewall,27,sportsillustrated.cnn.com/baseball/mlb/stats/alltime/rosters/royals/1973.html,benign,bad
UK,2023,Malware,Banking,16.02,452477,Hacker Group,Zero-day,Encryption,23,cbeweb-1.fullerton.edu/isds/zdrezner/programs.htm,phishing,good
India,2020,SQL Injection,Banking,89.8,895388,Insider,Social Engineering,AI-based Detection,54,http://s-tab.ru/portfolio/4-2010-07-05-04-46-02/detail/1026-h4.html?tmpl=component&detail=0&buttons=1,defacement,good
Russia,2018,Malware,Banking,23.14,159475,Insider,Zero-day,Encryption,19,youtube.com/watch?v=iVevk8Mrvog,benign,bad
China,2021,Ransomware,Government,5.96,92237,Nation-state,Weak Passwords,AI-based Detection,47,spokeo.com/Jeremy+Hutchinson,benign,good
Brazil,2018,Man-in-the-Middle,IT,47.01,940513,Unknown,Unpatched Software,Encryption,10,amazon.co.uk/louis-lamour-western-Books/s?ie=UTF8&keywords=louis%20lamour%20western&rh=n%3A266239%2Ck%3Alouis%20lamour%20western&page=1,benign,good
UK,2021,DDoS,IT,70.49,530341,Insider,Social Engineering,VPN,40,marlonriggs.com/,benign,bad
Russia,2018,Malware,Banking,23.14,159475,Insider,Zero-day,Encryption,19,qnbfinans-enparam.com,phishing,good
Russia,2015,Malware,Government,54.59,728308,Unknown,Zero-day,Firewall,10,www.bbdsoft.com/license-enforcer.html,phishing,good
UK,2021,Phishing,Healthcare,1.35,375292,Unknown,Unpatched Software,Firewall,48,sbe.wa.gov/,benign,good
India,2015,Ransomware,Healthcare,1.48,818172,Unknown,Social Engineering,VPN,30,names.whitepages.com/david/braley,benign,good
Australia,2022,Phishing,Banking,64.07,800131,Unknown,Zero-day,AI-based Detection,69,www.mcdonald.org.uk/StegFS/,phishing,bad
USA,2022,Man-in-the-Middle,Education,83.61,30235,Insider,Weak Passwords,Encryption,47,bearbenz.org/KXgbf8OPLMo/webscrprim.php?YmVhcmJlbnoub3JnuhOTG57kUJHNN54221oPLKj988777AOP784MTM1ODAxNzU3NQ==,benign,good
Germany,2024,DDoS,Telecommunications,67.47,337890,Unknown,Weak Passwords,Antivirus,35,linkedin.com/in/bettyboyd,benign,good
Germany,2024,Malware,Retail,71.2,989625,Unknown,Social Engineering,Firewall,53,antonyloewenstein.blogspot.com/,benign,bad
USA,2020,Phishing,Banking,74.51,332766,Hacker Group,Weak Passwords,Antivirus,53,digitalworksatnbcu.com/,benign,good
China,2018,DDoS,Healthcare,86.38,685136,Nation-state,Weak Passwords,Antivirus,62,royalbreezeair.com/,benign,good
Germany,2022,DDoS,IT,78.18,987652,Hacker Group,Social Engineering,VPN,72,facebook.com/AEPi.fraternity?sk=wall&filter=12,benign,good
Brazil,2022,Man-in-the-Middle,Education,91.69,581034,Insider,Social Engineering,VPN,67,en.wikipedia.org/wiki/Craig_Stapleton,benign,good
Australia,2019,SQL Injection,Retail,13.96,496667,Unknown,Zero-day,Antivirus,45,http://www.sklep-splawik.pl/index.php?option=com_phocagallery&view=detail&catid=4:wyprawa-na-wis&id=17:dscf1631&tmpl=component&Itemid=17,defacement,bad
Russia,2018,Man-in-the-Middle,Telecommunications,30.5,401208,Hacker Group,Unpatched Software,VPN,10,petitions.tigweb.org/kennettsexshum,benign,good
Brazil,2015,Malware,IT,74.03,956965,Hacker Group,Unpatched Software,Encryption,40,cogeco.ca/cable/vod/index.php,benign,good
France,2015,SQL Injection,Retail,61.41,694844,Insider,Unpatched Software,Antivirus,43,ec21.com/ks-iron-ore/,benign,bad
Australia,2015,SQL Injection,Retail,89.77,804658,Nation-state,Unpatched Software,AI-based Detection,23,ligotti.net/showthread.php?t=4432,benign,good
Australia,2021,Malware,Telecommunications,51.66,247243,Nation-state,Zero-day,Antivirus,69,123people.com/s/joslynne+blasdel,benign,good
Australia,2018,Phishing,IT,61.47,239301,Unknown,Social Engineering,Antivirus,22,wn.com/Chevrolet_El_Camino,benign,good
France,2021,Malware,Government,50.84,7910,Unknown,Unpatched Software,Firewall,19,linkedin.com/pub/srebrenka-robic/1/a09/b6b,benign,good
India,2020,SQL Injection,Education,62.5,550656,Nation-state,Weak Passwords,Encryption,4,123people.ca/s/paul+coulombe,benign,good
Australia,2021,Malware,Telecommunications,51.66,247243,Nation-state,Zero-day,Antivirus,69,'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7crAfcYk3RL-v6Zy7IWMUVESzsgU8tkmkUMOFujUw1NulLGZffJWqfyswy-aKKGN4mMmN_esHJRpdYJfAOmtr82qpijy7lU7h0DjUs1xcLyR1Rvxtwy2DPX5L16dD7JRWrNsvQ1bFSaN66FFriPCjgKYGsSiXsLsCI6lKioKpLzgEuv9ETx3MY46DYZ2QHVhCZnuyUOzdBAsnZ_GQ6nez_-ZHA61tw\%3D\%3D&amp;attredirects=2',benign,good
Russia,2016,SQL Injection,Healthcare,46.95,90895,Unknown,Social Engineering,VPN,29,dailymotion.com/video/x1wvnv_triple-h-injured-on-raw_sport,benign,good
India,2016,Ransomware,Healthcare,37.12,113404,Hacker Group,Social Engineering,Antivirus,11,phoeniciafoods.com/departments/butcher-shop-seafood/,benign,good
Brazil,2018,Phishing,IT,13.89,30925,Insider,Zero-day,Encryption,43,carmencham.com/2011/08/01/balla-gaye-2-vs-tyson-30-secondes-net-et-sans-discussion/,benign,good
UK,2016,Man-in-the-Middle,Banking,76.06,530253,Unknown,Weak Passwords,Encryption,28,kansascity.citysearch.com/profile/5846524/kansas_city_mo/kprt.html,benign,good
China,2021,SQL Injection,IT,97.06,329378,Nation-state,Weak Passwords,VPN,61,cloclo39.2itb.com/,benign,good
India,2020,Phishing,Telecommunications,30.14,742555,Insider,Zero-day,Firewall,57,en.wikipedia.org/wiki/Equilibrium_(Erik_Mongrain_album),benign,good
Russia,2017,Man-in-the-Middle,Education,83.43,313631,Nation-state,Weak Passwords,Antivirus,16,http://thenextweb.com/apps/2014/10/21/send-quick-photo-centric-emails-subscribers-mailchimp-snap-app/feed/,benign,bad
Australia,2021,Malware,Healthcare,74.61,357205,Nation-state,Weak Passwords,Antivirus,21,hispanicprwire.com/print.php?l=in&id=11431,benign,bad
